Temperature,Pressure,Humidity,Vaccum,Energy
19.05,1017.99,89.53,59.21,451
26.27,1013.81,60.43,58.33,438.82
22.45,1017.55,58.6,57.76,450.61
26.52,1002.3,95.38,73.21,437.02
24.73,1006.09,59.15,69.94,439.86
26.11,1007.64,70.12,70.36,445.37
10.87,1020.85,69.78,38.38,477.03
7.19,1016.53,88.61,38.91,486.05
14.91,1014.57,75.23,39.28,469.34
19.5,1025.21,50.21,52.72,457.26
22.96,1011.15,76.62,68.61,447.18
29.74,1007.15,41.91,56.9,438.76
16.03,996.35,82.04,41.23,464.67
17.35,1026.31,58.01,52.72,463.65
11.26,1015.47,99.28,39.35,471.83
27.82,1012.74,42.78,59.15,442
28.15,1006.73,68.21,71.94,427.69
14.66,1019.37,79.79,42.77,463.6
26.56,1007.65,70.78,49.02,438.82
15.49,1018.01,78.07,42.07,460.32
29.29,1012.4,66.65,73.18,430.31
21.69,1011.75,82.63,57.17,446.61
33.67,1010.83,60.87,80.18,431.99
20.79,1012.47,70.09,57.32,446.18
23.35,1009.32,73.48,71.85,441.28
27.01,1011.18,46.58,43.77,440.64
27.71,1001.63,51.45,69.13,432.54
23.48,1002.7,70.22,49.16,445.72
17.77,1009.01,77.7,43.72,456.34
22.24,1011.83,79.37,69.23,441.9
24.6,1012.92,69.56,57.85,447.09
19.06,1011.36,99.64,50.16,449.74
14.56,1009.52,91.14,47.45,451.95
26.62,1009.32,80.1,71.73,431.93
23.03,1011.85,81.24,59.04,444.85
13.73,1031.01,64.92,41.92,466.29
13.79,1018.27,88.06,42.07,462.25
23.46,1012.07,88.14,73.18,438.62
19.58,1017.46,64.64,52.9,458.28
12.76,1015.13,65.34,43.7,475.73
6.93,1018.61,88.31,43.13,486.94
10.63,1020,72.42,39.61,476.99
17.46,1008.52,69.73,39.99,461.01
6.15,1022.42,88.57,40.77,482.49
6.9,1019.7,71.21,44.71,486.3
25.77,1014.76,69.99,59.39,438.64
27.86,1011.11,56.81,63.07,440.48
7.91,1021.86,54.92,41.79,479.02
22.35,1013.21,82.52,63.47,440.11
17.65,1019.63,84.3,62.1,452.2
16.96,1019.61,81.86,52.9,460.2
18.71,1013.26,82.64,53.16,455.7
24.22,1013.39,80.11,61.86,442.65
23.61,1015.11,78.84,59.39,438.08
14.01,1023.28,82.49,45.08,464.79
31.33,997.85,64.43,76.86,431.44
12.86,1018.75,74.73,44.77,468.43
16.4,1022.2,73.05,38.01,463.79
22.49,1009.73,85.19,58.82,444.11
23.75,1008.16,69.14,61.5,442.35
28.92,1015.5,34.51,66.51,439.09
12.11,1019.46,62.59,41.17,475.53
13.64,1024.41,84.46,43.71,468.85
28.52,1004.81,57.82,57.82,435.4
24.79,1017.9,53.83,59.21,446.04
24.27,1005.13,77.16,60.37,437.78
31.59,1009.3,50.16,62.7,442.58
23.25,1013.54,78.34,51.86,450.22
22.1,1013.71,69.09,58.33,441.31
24.97,1012.68,74.25,54.2,439.71
11.96,1017.42,79.44,43.41,469.34
35.03,1006.55,43.82,68.27,426.22
17.97,1012.92,88.22,65.94,448.88
24.24,1009.38,82.83,70.32,436.45
5.04,1021.35,93.63,40.64,484.42
17.18,1000.47,72.03,40.55,461.73
11.24,1009.26,97.47,25.36,469.92
32.69,1003.57,56.84,72.86,431.76
27.6,1011.91,83.66,73.42,431.44
7.5,1021.96,83.45,38.06,485.98
22.15,1010.81,60.08,43.77,448.46
18.18,1020.41,48.64,44.63,455.57
17.19,1011.84,67.59,37.2,468.4
10.42,1016.22,90.75,43.79,474.79
12.74,1007.44,91.47,49.83,466.09
27.43,1011.86,36.76,56.85,436.64
23.68,1011.18,72.45,68.12,441.54
13.83,1030.77,75.09,42.86,470.21
16.58,1022.36,45.24,41.93,466.61
13.41,1021.65,45.24,45,478.96
16.61,1013.18,85.26,50.9,460.35
3.99,1009.74,96.81,39.9,490.91
23.39,1011.91,84.57,63.21,448.3
14.42,1004.32,88.42,41.16,467.25
7.11,1018.96,87.82,43.13,486.11
13.7,1019.18,92.66,45.64,467.9
24.43,1012.57,77.83,65.18,437.26
27.39,1008.82,78.35,69.14,435.22
26.94,1011.68,41.3,62.91,449.1
19.09,1012.93,63.59,42.44,461.84
15.46,1017.7,68.2,44.6,459.62
31.94,1002.05,34.12,74.99,440.17
10.58,1020.43,91.9,41.49,473.19
19.95,1017.45,89.46,58.46,447.1
5.82,1016.79,85.04,40.62,482.67
12.72,1007.6,71.8,44.9,463.49
14.87,1017.17,71.57,54.3,462.87
29.17,1014.1,46.85,67.45,435.08
14.13,1015.94,80.89,43.7,469.28
22.67,1017.56,79.43,60.77,444.43
28.01,1007.61,58.45,64.69,440.23
30.93,1010.61,46.13,70.83,440.59
23.01,1009.86,64.53,66.54,442.47
32.53,1014.76,58.1,77.95,434.44
26.57,1007.76,50.39,44.57,445.49
11.64,1015.5,87.05,40.1,477.2
16.31,1007.45,77.77,42.28,466.49
20.03,1012.73,56.89,45.01,460.11
20.79,1014.9,77,65.59,450.3
17.3,1017.07,64.52,42.24,469.21
25.86,1013.51,67.5,61.08,449.67
9.8,1032.98,67.55,41.82,473.72
25.42,1017.39,77.63,75.6,438.24
28.75,1008.92,77.17,77.24,433.03
18.58,1014.25,74.09,46.97,454.26
22.56,1005.85,93.09,70.79,435.14
23.05,1015.64,49.33,48.98,446.05
26.78,1008.52,61.23,52.3,441.21
10.13,1024.09,85.48,39.18,479.42
31.97,1008.5,47.69,69.04,441.18
8.95,1014.08,76.94,36.18,478.07
7.57,1018.66,85.73,39.61,480.86
25.97,1011.9,88.73,43.21,434.83
24.56,1017.63,74.5,60.27,440.31
30.71,1011.75,62.81,64.05,438.42
13.8,1013.85,81.95,39.39,471.7
20.21,1015.36,79.18,58.12,453.19
16.77,1013.47,81.42,45.01,458.22
29.18,1011.65,59.49,71.43,443.75
17.86,1015.71,67.99,52.9,457.42
4.24,1009.28,96.74,39.9,491.25
24.11,1011.02,78.18,59.27,444.35
15.5,1012.79,96.75,40.12,460.41
9.62,1019.43,97.99,41.01,467.34
5.05,1027.03,80.02,35.57,491.4
26.81,1009.65,80.69,71.29,434.48
15.68,1006.09,75.62,39.16,461.98
21.85,1020.16,68.84,63.86,445.62
30.98,1015.18,45.4,67.45,433.59
30.14,1006.54,57.05,67.69,426.91
29.89,1009,55.72,71.29,431.45
29.42,1006.51,53.6,56.9,439.51
26.6,1010.26,66.16,61.02,436.19
19.64,1014.81,74.96,48.06,455.27
13.16,1017.33,82.43,54.3,468.4
33.17,1004.45,58,70.4,430.14
16.14,1014.83,39.41,44.71,468.88
25.34,1007.74,92.52,71.06,434.86
21.12,1014.16,81.42,63.56,445.9
13.41,1015.1,79.32,39.35,471.85
13.38,1013.92,96.96,40.12,468.15
17.27,1021.37,76.73,43.52,460.08
16.69,1010.8,96.8,46.18,466.03
7.8,1018.46,66.5,39.04,482.31
27.14,1011.47,63.14,75.23,439.33
21.08,1008.13,72.52,44.05,449.6
32.23,1000.61,55.1,69.13,426.9
13.48,1017.59,94.81,40.73,463.6
10.45,1019.01,89.01,40,465.43
25.43,1000.46,87.84,70.17,436.43
7.09,1020.07,73.26,39.37,487
31.24,1007.74,48.77,74.22,430.44
21.92,1009.68,58.83,61.87,445.52
10.74,1021.75,75.41,52.75,467.48
13.67,1017.51,63.54,41.48,463.97
9.79,1002.36,93.86,39.69,471.61
14.04,1011.09,87.22,39.64,472.31
24.43,1011.66,85.24,61.25,436.05
14.88,1007.26,71.3,42.28,466.73
10.68,1020.79,72.33,38.38,476.22
14.22,1015.54,77.23,42.32,465
14.47,1016.33,93.52,44.66,464.41
7.19,1015.22,85.65,40.81,487.15
11.73,1008.24,65.13,37.92,472.04
10.94,1012.36,73.3,43.67,477.34
14.44,1017.06,76.02,39,466.96
24.53,1009.9,78.34,74.78,446.3
29.72,1012.86,38.48,54.2,438.84
17.52,1008.87,85.67,44.05,455.72
12.99,1025.22,90.27,44,470.93
10.04,1015.84,82.31,39.66,480.63
30.5,1017.55,38.2,66.75,432.87
33.11,1008.88,42.08,69.75,437.19
13.41,1010.85,89.61,40.89,472.4
26.98,1009.77,69.54,74.78,442.28
15.19,1017.38,71.66,42.03,462.64
28.24,1007.35,61.14,64.69,438.03
29.04,1014.88,47.23,60.07,438.5
13.74,1024.97,84.79,45.08,466.79
12.58,1017.85,57.74,39.72,471.24
17.3,1010.29,87.13,47.45,448.79
28,1000.82,65.24,69.05,427.71
15.15,1016.34,62.59,53.82,461.6
25.47,1015.3,50.31,65.34,445.39
20.78,1008.75,60.87,68.28,450.57
26.12,1008.63,72.04,49.02,438.52
13.78,1017.55,94.28,40.73,462.59
26.28,1005.61,53.17,68.14,435.71
27.76,1003.69,79.62,75.33,433.03
18.26,1024.92,62.82,49.64,462.6
6.4,1024.6,86.83,39.18,484.44
26.31,1007.51,52.6,44.57,452.73
32.89,1014.45,52.34,73.68,426.46
6.74,1020.36,86.98,36.08,484.18
22.69,1012.47,80.9,65.18,441.18
33.11,1010.36,50.99,77.54,431.77
22.28,1014.08,66.47,58.86,446.55
28.84,1018.41,53.96,75.6,442.69
31.75,1003.25,53.33,74.99,430.82
9.6,1032.93,72.63,41.82,475.01
21.54,1011.04,80.48,69.48,443.15
13.33,1015.42,58.27,38.47,466.26
12.73,1021.89,61.76,37.73,470.89
28.73,1008.31,56.85,68.24,430.63
9,1020.25,81.32,43.13,481.09
31.1,1012.99,54.3,68.51,428.68
28.81,1005.82,56.86,56.86,434.08
14.95,1027.66,66.71,42.74,464.31
23.04,1014.16,54.99,48.06,459.36
24.04,1007.62,69.11,68.94,437.13
27.69,1014.31,46.59,65.34,442.84
28.82,1016.74,56.34,64.79,445.1
25.23,1009.51,82.87,69.34,445.92
8.77,1011.54,89.58,40.77,480.56
7.61,1019.41,70.48,44.71,485.36
28.37,1017.48,55.19,75.6,439.25
21.82,1013.74,73.6,50.66,455.2
14.82,1028.04,69.81,42.74,466.34
13.97,1012.05,85.36,52.05,463.64
31.74,1012.21,41.62,72.25,437.29
27.27,1009.25,89.31,72.58,428.93
23.95,1010.45,74.34,58.79,448.32
29.08,1004.67,64.5,66.54,430.16
28.3,1011.23,68.88,64.33,441.51
12.66,1012.49,95.96,43.67,472.44
30.12,1013.13,63.56,74.16,433.08
29.44,1014.82,56.49,65.51,445.67
25.95,1010.05,76.05,59.92,443.93
32.5,1003.75,43.8,71.37,433.7
23.97,1007.35,62.71,44.57,448.17
21.97,1015.29,77.47,58.12,449.6
32.17,1001.43,69.86,73.21,430.64
12.35,1019.03,95.53,40.73,466.71
18.03,1013.06,82.03,53.16,458.04
32.07,1008.43,44.95,71.29,426.96
31.39,1008.28,62.86,69.59,435.76
11.92,1016.66,55.25,40.62,468.14
10.65,1013.66,70.04,41.78,474.27
31.24,1015.89,42.84,68.3,435.2
9.13,1022.36,74.6,39.04,483.24
23.39,1005.22,93.7,71.25,435.68
11.95,1017.58,90.89,42.03,465.2
33.3,1003.02,53.43,68.14,426.88
24.27,1007.84,80.85,61.47,448.66
18.13,1002.75,58.85,39.72,455.81
21.9,1018.85,60.27,55.5,456.52
27.52,1005.65,59.52,67.9,439.01
16.76,1012.92,65.74,48.14,456.31
12.77,1013.29,86.4,36.71,475.59
16.44,1015.4,63.16,53.82,462.09
29.01,1007.26,60.55,70.32,429.23
18.9,1016.21,93.9,57.5,451.42
22.33,1011.06,82.85,71.94,441.85
26.58,1014.49,65.87,59.39,439.46
17.36,1015.42,69.97,52.9,458.66
28.18,1009.22,56.04,64.84,443.65
24.63,1010.45,85.36,59.57,440.67
13.62,1014.2,85.05,40.2,465.74
16.62,1017.99,63.76,54.3,459.59
17.33,999.51,68.36,41.35,460.46
20.72,1017.17,59.83,63.94,447.69
6.89,1020.21,74.17,39.37,486.9
33.61,1007.4,42.51,69.88,435.99
27.38,1012.74,53.53,59.21,437.78
23.21,1013.56,80.23,63.94,446.11
26.13,999.8,88.47,71.25,430.6
15.18,1019.6,72.45,44.2,462.09
5.66,1024.7,78.52,39.42,482.11
15.75,1007.67,93.8,36.99,464.38
29.45,1018.12,50.68,75.6,437.31
20.12,1013.23,88.48,69.45,442.89
22.8,1011.87,91.57,73.17,437.98
29.93,1008.43,66.64,71.85,426.82
29.25,1006.85,61.15,72.99,429.12
34.14,1000.19,43.56,74.34,434.23
19.47,1016.8,87.26,58.79,450.17
24.03,1015.71,70.15,58.46,442.03
12.71,1012.25,62.68,43.02,475.38
26.6,1012.35,54.42,61.41,451.4
27.09,1014.22,48.13,65.61,442.94
26.44,1006.68,81.45,71.77,430.12
28.31,1014.67,59.29,65.71,447.26
10.87,1021.38,58.22,44.71,484.63
29.54,1008.91,56.07,69.48,427.82
15.98,1017,55.73,41.48,456.31
24.27,1008.96,78.31,70.47,434.24
29.78,1007.82,77.59,70.98,436.32
24.05,1006.63,69.2,64.69,438.36
28.59,1011.36,89.18,80.18,431.55
13.97,1018.32,88.72,40.24,467.93
11.56,1025.48,74.75,40.43,489.54
20.07,1012.34,56.8,49.21,454.25
31.19,1014.86,39.1,68.3,430.48
18.39,1003.77,92.48,67.71,444.63
9.78,1022.25,69.64,43.8,477.22
29.26,1009.76,58.64,69.34,435.32
9.53,1020.49,80.08,38.38,478.03
22.32,1008.68,79.11,48.41,445.36
18.95,1013.01,79.4,42.23,462.73
11.55,1020.78,94.56,42.34,469.13
27.3,1016.24,44.87,65.12,442.78
22.1,1015.19,59.05,68.63,449.54
17.12,1003.56,94.29,68.28,449.94
14.85,1009.37,84.65,45.87,462.67
10.33,1014.25,84.46,40.69,480.18
19.45,1013.39,99.52,46.33,452.82
12.16,1025.79,70.97,40.81,476.63
7.65,1016.5,65.51,36.3,482.56
4.31,1011.75,82.08,38.5,492.92
19.04,1009.25,68.74,43.43,453.32
26.02,1004.21,79.12,70.79,428.72
26.09,1017.72,50.83,60.29,444.71
27.14,1013.26,55.17,65.27,441.68
22.67,1016.91,60.75,58.2,446.36
7.28,1020.16,72.7,40.67,493.3
25.62,1011.65,86.45,73.17,430.56
22.33,1016.84,67.09,59.8,450.07
23.93,1005.16,69.91,68.28,444.95
29.07,1006.22,61.58,51.43,438.79
15.79,1014.58,99.9,50.88,460.19
28.81,1000.46,68.05,64.96,427.91
17.07,1020.74,70.18,44.9,460.19
32.51,1011.92,49.45,69.98,428.37
22.11,1016.74,73.9,59.8,453.45
18.41,1020.4,78.1,62.1,457.14
28.9,1000.73,77.24,71.25,431.52
10.47,1017.87,85.34,44.21,476.02
10.09,1012.99,72.59,37.14,473.66
27.09,1011.34,76.06,73.5,434.31
17.44,1009.9,80.54,44.89,457.67
23.76,1011.75,77.34,58.82,444.57
31.11,1002.37,41.56,69.05,433.19
23.86,1014.6,82.37,63.77,440.58
15.09,1010.15,92,40.89,466.47
9.26,1021.18,84.58,39.61,480.38
15.83,1024.3,58.34,52.75,458.6
9.96,1015.23,82.98,39.66,480.6
19.3,1014.07,81.98,65.59,452.76
19.91,1008,90.23,51.19,449.23
23.18,1011.56,81.83,51.43,449.94
19.13,1014.72,81.95,45.38,459.94
24.6,1017.25,60.33,63.78,448.65
29.38,1003.25,72.19,74.9,433.74
29.15,1008.68,55.78,69.48,430.54
31.03,1007.77,63.96,69.59,432.56
21.84,1013.94,46.11,45.09,450.88
6.28,1013.72,88.13,43.02,487.17
22.48,1008.47,83.58,50.32,444.5
31.51,1007.84,71.18,71.97,430.11
15.67,1004.1,77.93,41.1,466.45
13.24,1016.52,86.66,39.16,474.48
17.1,1020.3,70.51,43.52,461.51
32.32,1006.08,37.93,67.9,428.12
23.51,1016.1,69.79,63.78,446.58
13.58,1016.05,76.45,40.75,472.73
12.43,1007.08,61.56,40.27,470.92
16.37,1009.19,76.92,39.64,463.91
7.64,1016.17,84.45,43.79,486.01
21.03,1015.86,76.63,59.8,453.86
33.37,1005.8,47.94,73.88,436.76
18.92,1012.05,85.99,62.26,451.51
20.61,1020.8,85.05,48.78,449.38
22.38,1014.76,73.8,63.31,441.3
30.2,1006.31,62.14,73.67,428.72
31.02,1006.24,77.86,70.4,431.37
17.64,1016.28,85.04,57.76,455.75
28.85,1013.78,41.39,58.33,444
22.4,1008.06,84.52,70.94,440.04
19.13,1010.65,94.92,68.61,448.69
23.79,1012.53,79.48,59.44,448.67
22.12,1008.75,92.13,60.37,439.18
29.14,1015.51,46.47,67.45,433.34
20.17,1019.47,56.77,56.03,458.04
29.3,1007.72,81.92,74.16,431.32
5.7,1016.07,84.94,40.62,482.82
25.5,1011.13,72.86,68.08,436.07
16.06,1009.97,88.09,47.45,450.62
27.75,1014.8,45.91,65.34,440.83
25.12,1009.22,65.62,66.56,436.56
22.78,1011.79,75.43,62.44,446.12
29.3,1010.1,53.69,69.48,429.42
8.01,1031.33,85.01,40.02,477.84
16.58,1023.5,60.14,38.01,464.03
17.08,1016.04,87.46,58.86,449.98
17.54,1016.56,79,44.58,465.51
26.93,1006.25,77.79,56.9,444.7
22.52,1011.4,66.2,67.32,443.49
13.48,1018.15,88.38,46.18,464.58
9.05,1015.48,80.91,40,472.41
19.93,1020.7,62.82,56.65,456.53
29.68,1011.2,57.73,64.33,441.79
30.52,1010.62,54.47,70.04,431.14
12.54,1024.56,68.97,40.8,479.65
27.6,1003.87,42.01,69.05,436.08
18.48,1007.53,82.57,46.48,461.49
15.24,1007.08,86.49,48.6,459.85
4.41,1005.54,68.85,42.07,488.36
15.82,1018.59,78.88,44.88,461.9
24.65,1007.99,90.05,72.43,437.59
19.02,1025.44,51.9,52.72,461.57
23.32,1010.75,91.84,69.13,435.27
23.99,1012.92,70.68,68.12,437.14
10.12,1025.98,98.63,39.96,471.6
12.53,1014.8,74.05,43.56,469.23
18.11,1002.51,100.09,52.08,449.99
24.94,1008.89,84.79,59.07,440.12
30.92,1010.87,62.43,59.57,440.96
12.68,1013.86,83.26,45.01,448.69
25.41,1014.06,51.09,66.49,449.2
14.12,1008.02,76.45,39.4,468.63
28.33,999.71,69.66,64.96,427.42
14.77,1020.56,80.27,49.15,467.72
29,1009.51,67.72,70.72,437.55
18.02,1003.86,100.09,49.78,451.41
11.55,1014.44,87.06,40.6,475.14
15.31,1025.21,55.22,52.75,460.77
12.36,1021.36,65.45,37.73,470.39
19.45,1017.79,93.46,58.95,445.1
27.05,1010.99,71.37,67.79,443.89
9.73,1011.48,87.88,40.22,481.42
11.11,1013.68,73.67,37.5,473.32
13.01,1020.82,78.41,41.58,464.64
11.76,1023.22,81.31,40.96,475.18
17.58,1004.84,80.43,39.63,467.33
27.54,1012.3,54.82,51.43,439.8
29.79,1009.68,64,77.17,432.84
13.83,1013.28,90.44,40.2,465.53
32.05,1008.06,67.09,77.24,432.49
28.14,1000.7,70.17,76.86,434.68
34.11,1006.77,45.92,73.56,432.78
22.83,1006.36,92.07,70.79,438
21.04,1007.15,64.82,47.43,450.27
12.39,1016.05,81.91,40.75,475.96
27.7,1011.02,67.6,72.24,434.56
16.62,1007.07,77.14,39.99,463.74
25.27,1006.34,66.35,67.07,445.81
9.52,1020.55,89.73,41.26,475.44
17.74,1013.55,81.8,58.33,446.01
22.9,1003.45,80.95,49.3,441.77
14.86,1019.21,99.14,43.14,461.14
26.71,1008.11,79.28,66.25,435.41
13.42,1013.88,85.13,42.86,473.27
25.82,1003.4,86.33,72.39,432.98
15.14,1019.97,83.86,44.21,463.1
10.17,1018.58,87.72,41.17,478.04
27.44,1010.76,68.67,65.59,441.08
23.94,1013.52,83.12,63.21,440.15
25.16,1014.55,76.7,74.33,436.15
12.88,1026.25,74.54,42.74,470.89
31.87,1013.65,36.69,67.32,435.47
22.18,1016.74,54.02,65.46,447.92
9.41,1019.48,82.19,41.54,481.59
12.17,1013.59,88.62,40.6,473.76
30.57,1008.94,59.99,69.71,439.38
28.16,1008.51,72.12,70.98,435.04
9.72,1016.25,76.39,43.41,474.1
11.9,1016.53,84.59,39.16,477.75
7.1,1022.25,91.07,41.74,484.12
11.47,1005.39,77.4,40.27,479.44
28.19,1013.97,49.76,67.45,434.77
9.75,1026.21,70.12,36.66,479.45
7.55,1019.09,61.71,43.65,481.61
19.9,1020.52,78.05,56.53,456.48
12.45,1017.84,66.52,40.56,477.41
9.15,1018.11,75.29,39.61,474.88
14.38,1016.34,92.37,40.66,463.1
26.16,1005.81,61.02,67.9,444.06
22.63,1014.14,73.06,45.61,457.88
30.51,1004.55,56.05,70.79,428.79
26.2,1014.75,59.41,60.07,440.89
25.77,1009.66,65.49,69.04,445.35
14.74,1028.29,67.87,44.47,462.92
17.02,1014.38,62.66,44.85,459.98
17.68,1013.09,82.79,53.16,456.86
8.93,1019.03,71,40.46,472.77
9.49,1015.09,91.31,40.69,476.67
23.48,1009.61,88.16,72.99,437.1
22.69,1012.64,46.83,49.21,449.01
12.65,1019.4,71.45,44.34,468.8
12.79,1022.51,99.55,44.68,465.75
13.01,1017.26,76.2,41.17,469.48
30.76,1007.63,71.24,69.14,431.67
22.56,1006.72,54.82,47.43,448.65
20.7,1016.73,68.19,58.16,453.22
21.09,1012.42,69.09,50.9,456.09
26.35,1012.16,63.73,59.44,443.73
35.1,1006.96,43.51,68.27,426.3
14.43,1014.76,79.76,38.28,467.12
16.32,1014.4,59.77,43.56,463.57
12.21,1020.31,83.84,40.64,464.03
32.13,1013.3,55.85,69.98,431.84
25.68,1009.08,90.48,70.32,431.32
24.4,1011.62,70.1,62.26,439.06
6.41,1026.57,93.51,40.81,484.49
23.38,1014.12,59.36,65.06,443.8
30.21,1002.24,66.71,75.33,431.46
22.88,1016.11,63.77,50.23,458.08
27.99,1010.68,68.99,71.58,435.99
16.01,1026.35,77.75,49.64,457.8
31.08,1010.76,60.49,59.57,442.88
23.09,1010.58,77.85,70.02,443.27
21.03,1002.17,75.35,69.05,444.35
12.05,1008.54,95.11,49.83,454.18
14.73,1016.75,67.13,54.3,463.63
32.56,1004.02,35.04,68.14,425.11
6.99,1014.83,54.36,40.07,490.11
18.84,1005.18,92.46,40.79,459.96
6.18,1020.23,81.38,41.38,490.81
13.72,1006.88,89.49,49.83,463.65
29.48,1010.99,51.23,59.27,440.72
14.35,1012.92,82.41,39.39,470.53
19.47,1011.66,69.93,43.43,451.38
26.92,1011.42,76.94,73.17,431.29
26.16,1009.63,73.22,70.04,432.56
19.77,1019.02,91.03,49.39,451.05
26.92,1011.09,70.8,62.44,437.99
27.54,1018.26,57.89,75.6,440.87
18.75,1001.97,59.6,41.1,458.31
26.29,1010.71,76.95,68.24,429.71
27.16,1014.21,47.93,65.61,441.33
16,1016.37,77.63,39.16,468.49
10.38,1021.5,75.02,37.73,475.02
30.29,1008.77,75.23,74.16,431.39
24.69,1010.13,70.54,71.73,436.78
14.16,1010.78,82.86,40.89,471.15
9.97,1010.09,95,39.99,477.31
21.96,1007.28,89.96,51.43,442.87
32.43,1010.09,42.22,68.31,439.75
27.99,1013.94,51.25,69.89,435.79
18.15,1013.06,72.4,45.01,455.21
8.83,1014.9,81.55,43.56,482.43
26.62,1005.15,84.99,70.36,441.28
32.96,1010.39,42.33,68.31,443.57
24.67,1010.71,57.47,68.61,450.64
27.06,1007,72.37,70.47,430.82
25,1009.23,80.92,69.71,438.38
15.47,1001.13,77.61,38.73,467.96
17.36,998.08,63.46,41.23,459.1
29.62,1010.09,43.1,70.02,439.35
13.54,1015.85,77.55,40.69,471.05
24.52,1014.03,74.83,59.15,439.55
9.73,1017.18,61.81,38.56,479.78
20.6,1015.53,71.57,65.12,452.86
25.16,1010.89,70.16,68.08,435.78
20.86,1008.54,96.83,63.73,440.42
10.31,1018.42,93.67,45.01,473.74
20.37,1011.04,84.31,69.48,445.81
17.58,1020.52,71.48,44.9,459.78
19.04,1018.05,79.01,51.86,458.64
25.38,1009.97,72.6,71.73,434.44
32.81,1009.17,53.13,77.17,430.53
19.41,1012.34,78.8,67.32,446.71
21.73,1001.31,86.64,69.05,439.01
22.29,1014.39,84.89,56.89,441.9
29.39,1010.97,53.88,71.14,430.5
20.08,1015.53,80.84,58.12,455.85
16.51,1022.37,81.18,51.86,442.48
14.47,1009.78,91.15,42.99,469
17.37,1001.19,71.42,40.55,460.97
17.03,1021.5,82.32,43.99,460.25
25.91,1005.66,60.12,67.07,441.74
6.03,1025.53,98.68,40.78,480.36
31.9,1010.82,60.58,73.42,432.27
20.03,1009.04,77.56,47.45,450.6
31.23,1005.82,52.1,68.67,436.58
13.8,1023.99,79.72,45.08,466.71
15.52,1022.97,52.92,41.93,471.97
23.68,1011.86,71.24,51.3,451.67
23.25,1009.28,86.52,70.32,437.96
24.58,1008.85,79.32,49.02,442.47
8.3,1015.97,60.62,36.3,480.58
9.27,1004.29,95.05,42.02,474.93
15.52,1015.09,83.48,42.86,467.12
30.71,1006.15,34.15,68.24,429.41
11.47,1008.27,95.4,25.36,469.51
30.51,1007.64,59.42,70.94,430.91
26.43,1004.36,55.9,66.48,435.59
28.65,1008.46,58.13,70.32,433.45
21.38,1012.49,53.77,49.21,449.66
19.97,1017.87,83.46,59.21,450.41
19.38,1017.08,70.46,54.9,454.1
17.77,1016.97,54.25,44.6,460.13
7.04,1021.91,88.55,41.74,488.99
30.3,1011.8,50.43,69.51,431.12
14.91,1015.15,81.56,43.34,461.27
26.87,1012.71,54.54,69.23,433.89
18.86,1010.27,86,51.43,446.91
20.77,1010.76,63.12,43.77,453.46
12.2,1018.64,76.1,44.77,469.41
16.17,1005.78,78.8,41.79,454.72
11.69,1019.02,55.6,35.76,471.72
9.17,1019.03,66.21,40.67,487.33
10.82,996.03,99.34,42.02,475.46
23.08,1008.44,82.35,48.41,443.5
12.74,1008.19,94.81,39.13,468.57
26.85,1007.9,60.04,57.19,438.01
28.44,1003.98,73.51,69.4,433.44
14.02,1030.86,68.36,42.86,467.29
14.57,1007.61,82.85,41.79,457.21
15.4,1015.1,70.25,40.69,471.66
16.75,1013.81,84.98,42.23,464.87
29.83,1005.33,71.15,68.67,434.28
26.25,1008.29,60.65,66.56,436.3
27.17,1015.59,68.33,63.09,443.66
27.49,1008.25,68.29,71.94,428.27
11.7,1017.98,95.71,41.16,462.94
24.37,1010.19,76.01,73.42,440.29
26.14,1010.13,66.71,61.02,436.17
15.91,1016.2,63.63,38.62,462.25
9.24,1030.72,87.36,41.4,476.9
14.09,1009.25,71.4,41.66,469.93
10.61,1008.8,100.13,37.5,472.9
28.72,999.31,71.74,76.86,431.74
16.61,1009.34,65.47,25.88,460.97
24.35,1014.34,67.22,51.86,442.81
26.95,1011.16,73.14,72.24,435.65
13.89,1020.02,86.47,41.49,469.6
20.98,1007.39,68.15,47.43,450
24.74,1016.91,55.65,63.87,447.02
16.12,1008.15,86.12,45.87,457.41
20.94,1016.98,59.65,44.58,463.69
21.01,1014.33,61.8,58.96,453.88
6.52,1025.37,78.32,35.57,486.06
13.14,1024.47,87.42,43.71,467.07
13.93,1025.35,81.54,44.47,469.25
14.46,1009.21,84.09,45.87,464.5
21.83,1011.07,91.34,62.91,443.76
9.97,1020.6,91.14,41.26,475.43
15.09,1015.71,54.36,43.13,466.87
25.63,1010.14,87.57,71.58,433.76
24.17,1010.16,89.96,71.58,436.27
18.6,1013.9,51.16,43.56,464.67
31.05,1000.38,58.49,69.13,426.31
10.19,1012.74,73.48,37.14,475.01
13.26,1009.77,61.69,41.78,467.78
9.66,1033.19,73.19,41.82,477.67
23.6,1011.52,78.12,62.44,440.66
15.91,1019.7,72.65,71.14,458.15
8.79,1019.5,66.3,40.67,489.02
30.88,1008.97,54.99,67.83,425.36
20.98,1016.26,67.18,60.07,446.26
14.2,1031.96,69.59,42.86,468.63
25.69,1012.34,44.18,57.32,441.43
23.65,1010.19,89.53,59.92,436.74
15.48,1011.94,69.95,44.99,463.92
10.64,1018.33,66.81,39.61,471.48
14.48,1015.6,90.05,38.92,470.63
10.47,1010.35,86.86,43.14,476.55
